EPOCH                           <|B|>         BX_(GSM)         BY_(GSM)         BZ_(GSM)
                                      (@_x_component_) (@_y_component_) (@_z_component_)
dd-mm-yyyy hh:mm:ss.ms             nT               nT               nT               nT
06-01-2011 22:48:00.000       15.1220          7.61100         -7.07700         -10.9730
06-01-2011 22:48:16.000       15.1640          7.00700         -8.06300         -10.7430
06-01-2011 22:48:32.000       15.1690          6.85100         -8.47800         -10.5420
06-01-2011 22:48:48.000       15.1780          7.16500         -8.53600         -10.3000
06-01-2011 22:49:04.000       15.2450          7.47100         -8.32300         -10.3520
06-01-2011 22:49:20.000       14.9330          7.83600         -8.01600         -9.84400
06-01-2011 22:49:36.000       14.9210          7.45600         -7.80600         -10.2910
06-01-2011 22:49:52.000       14.9420          7.48300         -7.92800         -10.2150
06-01-2011 22:50:08.000       14.9970          7.27700         -8.24900         -10.1760
06-01-2011 22:50:24.000       14.3040          6.49300         -7.88400         -9.98200
06-01-2011 22:50:40.000       14.3650          6.18900         -8.67600         -9.61900
06-01-2011 22:50:56.000       14.1890          6.16700         -8.42300         -9.53000
06-01-2011 22:51:12.000       14.2300          6.10000         -9.13300         -9.02100
06-01-2011 22:51:28.000       14.2130          6.24300         -8.80200         -9.23000
06-01-2011 22:51:44.000       14.0980          5.73000         -9.39500         -8.71800
06-01-2011 22:52:00.000       13.7660          5.27400         -8.49100         -9.33800
06-01-2011 22:52:16.000       13.8370          5.85800         -11.1460         -5.57800
06-01-2011 22:52:32.000       13.5270          4.76500         -10.0080         -7.58500
06-01-2011 22:52:48.000       14.0730          5.06000         -11.1540         -6.87700
06-01-2011 22:53:04.000       13.9150          4.56800         -9.80100         -8.68500
06-01-2011 22:53:20.000       14.0150          4.36800         -9.36800         -9.41600
06-01-2011 22:53:36.000       14.0570          5.65400         -8.23100         -9.86600
06-01-2011 22:53:52.000       14.0590          5.99200         -7.21400         -10.3960
06-01-2011 22:54:08.000       13.5320          6.32000         -5.59100         -10.4160
06-01-2011 22:54:24.000       13.3360          6.04700         -4.43900         -10.8810
06-01-2011 22:54:40.000       12.8280          6.75400         -2.44800         -10.5220
06-01-2011 22:54:56.000       12.4210          7.29400        -0.172000         -10.0370
06-01-2011 22:55:12.000       12.6270          7.96900        -0.420000         -9.75400
06-01-2011 22:55:28.000       12.6400          8.54600       -0.0590000         -9.29300
06-01-2011 22:55:44.000       12.1620          8.34600        -0.435000         -8.74100
06-01-2011 22:56:00.000       12.2280          6.92000         0.484000         -10.0580
06-01-2011 22:56:16.000       12.2880          7.12700         0.162000         -10.0030
06-01-2011 22:56:32.000       12.2630          7.16500       -0.0350000         -9.94200
06-01-2011 22:56:48.000       12.2660          6.84100        0.0170000         -10.1720
06-01-2011 22:57:04.000       12.2470          7.22300       -0.0430000         -9.88400
06-01-2011 22:57:20.000       12.4540          7.68200        -0.505000         -9.77800
06-01-2011 22:57:36.000       12.2190          7.43900        -0.773000         -9.66000
06-01-2011 22:57:52.000       12.3750          7.91200        -0.549000         -9.48100
06-01-2011 22:58:08.000       12.5210          7.83400        -0.150000         -9.75200
06-01-2011 22:58:24.000       12.5670          7.55600        -0.513000         -10.0150
06-01-2011 22:58:40.000       12.5420          7.44900        -0.413000         -10.0770
06-01-2011 22:58:56.000       12.4840          7.08700        -0.360000         -10.2480
06-01-2011 22:59:12.000       12.5060          7.26600         -1.42000         -10.0400
06-01-2011 22:59:28.000       12.4250          7.72200         -2.29000         -9.45200
06-01-2011 22:59:44.000       12.6130          8.00000         -1.74900         -9.56200
06-01-2011 23:00:00.000       12.7740          8.07200         -1.33400         -9.71200
06-01-2011 23:00:16.000       12.7940          6.53800         -5.62800         -8.79200
06-01-2011 23:00:32.000       12.9720          7.37100         -6.00000         -8.65500
06-01-2011 23:00:48.000       13.0200          6.07900         -7.26700         -8.78900
06-01-2011 23:01:04.000       13.0370          5.99100         -7.55300         -8.74800
06-01-2011 23:01:20.000       13.0870          6.12100         -7.73300         -8.58300
06-01-2011 23:01:36.000       12.9190          5.76800         -7.63500         -8.61200
06-01-2011 23:01:52.000       12.9820          6.57100         -7.03100         -8.68500
06-01-2011 23:02:08.000       13.1180          7.23100         -6.75500         -8.57800
06-01-2011 23:02:24.000       13.2900          7.29900         -7.62200         -8.03900
06-01-2011 23:02:40.000       13.1610          6.42800         -7.47200         -8.70000
06-01-2011 23:02:56.000       13.1570          7.38600         -7.35400         -7.96700
06-01-2011 23:03:12.000       13.0250          6.48100         -7.70300         -8.20800
06-01-2011 23:03:28.000       12.9250          6.36000         -7.67900         -8.21000
06-01-2011 23:03:44.000       12.9950          6.59000         -7.25600         -8.50800
06-01-2011 23:04:00.000       13.0250          5.87100         -8.08700         -8.30000
06-01-2011 23:04:16.000       13.0760          4.50300         -8.42700         -8.90300
06-01-2011 23:04:32.000       13.0410          5.08500         -7.23000         -9.38400
06-01-2011 23:04:48.000       12.9930          5.95200         -6.67000         -9.22200
06-01-2011 23:05:04.000       13.0630          7.80900         -7.49200         -7.28900
06-01-2011 23:05:20.000       12.9310          6.73200         -6.65600         -8.66800
06-01-2011 23:05:36.000       12.6760          3.99300         -6.04200         -10.3420
06-01-2011 23:05:52.000       12.7360          6.12700         -5.62700         -9.38100
06-01-2011 23:06:08.000       12.9230          7.45600         -5.25000         -9.14100
06-01-2011 23:06:24.000       12.7730          7.39500         -5.22600         -8.98200
06-01-2011 23:06:40.000       12.7730          6.59700         -5.91400         -9.11700
06-01-2011 23:06:56.000       12.7720          5.52900         -7.71000         -8.41900
06-01-2011 23:07:12.000       12.8540          6.99200         -5.03800         -9.47300
06-01-2011 23:07:28.000       12.9090          7.38800         -5.44000         -8.94000
06-01-2011 23:07:44.000       12.9910          6.85400         -7.57200         -7.98700
06-01-2011 23:08:00.000       13.1330          6.85400         -7.57100         -8.22000
06-01-2011 23:08:16.000       13.0300          6.57300         -6.88600         -8.85900
06-01-2011 23:08:32.000       13.0920          6.55200         -6.73700         -9.09300
06-01-2011 23:08:48.000       13.1350          6.38300         -8.39300         -7.80000
06-01-2011 23:09:04.000       13.3220          6.48400         -8.54900         -7.88000
06-01-2011 23:09:20.000       13.5870          5.90700         -8.32000         -8.74500
06-01-2011 23:09:36.000       13.6140          6.21800         -9.02400         -8.00100
06-01-2011 23:09:52.000       13.5490          5.76500         -8.16100         -9.07800
06-01-2011 23:10:08.000       13.9870          6.58800         -7.45600         -9.77000
06-01-2011 23:10:24.000       14.1620          5.50600         -9.20400         -9.12100
06-01-2011 23:10:40.000       13.6410          4.96600         -12.0020         -3.71800
06-01-2011 23:10:56.000       14.7240          6.33400         -11.5420         -6.55900
06-01-2011 23:11:12.000       14.9550          5.94300         -12.3870         -5.89500
06-01-2011 23:11:28.000       14.9840          5.73200         -12.5810         -5.77100
06-01-2011 23:11:44.000       14.8140          5.98200         -12.4780         -5.23600
06-01-2011 23:12:00.000       14.8670          5.46400         -12.3560         -6.16000
06-01-2011 23:12:16.000       14.6570          5.29600         -11.9220         -6.66200
06-01-2011 23:12:32.000       14.6700          4.89600         -12.3520         -6.21000
06-01-2011 23:12:48.000       14.6750          5.34100         -11.7430         -6.97500
06-01-2011 23:13:04.000       14.5740          5.37100         -11.5840         -7.02300
06-01-2011 23:13:20.000       14.5340          5.08000         -11.7650         -6.83000
06-01-2011 23:13:36.000       14.5680          4.69700         -12.1060         -6.57400
06-01-2011 23:13:52.000       14.4510          5.62900         -10.9680         -7.50000
06-01-2011 23:14:08.000       14.2590          5.03800         -11.1000         -7.38200
06-01-2011 23:14:24.000       14.0990          4.91100         -11.1920         -7.00200
06-01-2011 23:14:40.000       14.3540          5.21200         -11.3410         -7.08600
06-01-2011 23:14:56.000       14.3610          5.86400         -11.1490         -6.87300
06-01-2011 23:15:12.000       14.4140          5.37000         -11.8960         -6.03100
06-01-2011 23:15:28.000       14.6770          5.25900         -12.3620         -5.88500
06-01-2011 23:15:44.000       14.1870          5.22200         -11.5900         -6.27600
06-01-2011 23:16:00.000       14.3400          5.61800         -11.3140         -6.77000
06-01-2011 23:16:16.000       14.6940          6.59600         -11.7010         -5.81800
06-01-2011 23:16:32.000       14.2070          5.90600         -10.4160         -7.61200
06-01-2011 23:16:48.000       14.0880          6.07200         -10.5100         -7.14000
06-01-2011 23:17:04.000       14.0530          5.97900         -10.4720         -7.20900
06-01-2011 23:17:20.000       13.8250          5.94200         -10.3760         -6.92800
06-01-2011 23:17:36.000       14.1830          6.15300         -10.5890         -7.14000
06-01-2011 23:17:52.000       14.2230          6.44600         -10.5100         -7.07700
06-01-2011 23:18:08.000       14.0370          5.98200         -10.2900         -7.33000
06-01-2011 23:18:24.000       15.2540          5.44700         -13.4620         -4.42300
06-01-2011 23:18:40.000       15.4070          6.28700         -12.9930         -5.10500
06-01-2011 23:18:56.000       15.9780          7.78500         -12.7900         -5.48900
06-01-2011 23:19:12.000       15.8950          6.51000         -13.4090         -5.50600
06-01-2011 23:19:28.000       15.9190          6.81300         -12.9310         -6.26900
06-01-2011 23:19:44.000       16.0080          6.88300         -12.8990         -6.51200
06-01-2011 23:20:00.000       16.0550          6.55800         -12.8500         -7.03100
06-01-2011 23:20:16.000       15.5160          5.72800         -12.1640         -7.71400
06-01-2011 23:20:32.000       15.5370          4.88500         -11.8880         -8.71300
06-01-2011 23:20:48.000       14.9770          4.48300         -10.7030         -9.41700
06-01-2011 23:21:04.000       14.9890          4.60600         -10.7080         -9.40500
06-01-2011 23:21:20.000       14.5020          4.33500         -10.9940         -8.38000
06-01-2011 23:21:36.000       15.1370          5.27400         -12.1780         -6.26400
06-01-2011 23:21:52.000       14.4600          5.01800         -11.2660         -7.52600
06-01-2011 23:22:08.000       14.4740          5.13200         -10.5670         -8.42400
06-01-2011 23:22:24.000       15.0800          5.38700         -9.82400         -10.0680
06-01-2011 23:22:40.000       15.3340          4.99200         -10.1660         -10.3330
06-01-2011 23:22:56.000       15.2400          4.88600         -10.0490         -10.3620
06-01-2011 23:23:12.000       14.9320          5.28900         -9.93300         -9.77400
06-01-2011 23:23:28.000       14.1650          5.69200         -9.75100         -8.54800
06-01-2011 23:23:44.000       14.1350          5.60600         -9.94900         -8.32200
06-01-2011 23:24:00.000       13.9410          6.01000         -9.29500         -8.44800
06-01-2011 23:24:16.000       14.0230          5.15900         -9.73300         -8.65300
06-01-2011 23:24:32.000       14.3790          6.05300         -9.61500         -8.73600
06-01-2011 23:24:48.000       14.6090          5.35100         -10.2230         -8.94100
06-01-2011 23:25:04.000       15.0980          5.42100         -10.9580         -8.85000
06-01-2011 23:25:20.000       14.6850          4.77900         -10.0210         -9.55700
06-01-2011 23:25:36.000       15.2700          5.42700         -10.1550         -10.0220
06-01-2011 23:25:52.000       14.9740          5.17500         -10.5920         -9.22700
06-01-2011 23:26:08.000       14.7320          5.08800         -10.2320         -9.28900
06-01-2011 23:26:24.000       15.1680          5.91000         -10.4850         -9.21700
06-01-2011 23:26:40.000       15.1750          5.55100         -10.5210         -9.41400
06-01-2011 23:26:56.000       15.2250          6.21300         -10.2770         -9.34600
06-01-2011 23:27:12.000       15.3600          6.01400         -10.5220         -9.41300
06-01-2011 23:27:28.000       15.5830          5.59200         -11.1130         -9.38200
06-01-2011 23:27:44.000       15.5990          5.72700         -10.8850         -9.59000
06-01-2011 23:28:00.000       15.6060          5.43200         -9.93700         -10.7270
06-01-2011 23:28:16.000       15.6630          5.44300         -10.0750         -10.6840
06-01-2011 23:28:32.000       15.1960          5.43200         -9.31200         -10.7040
06-01-2011 23:28:48.000       15.1070          4.55000         -8.90000         -11.3110
06-01-2011 23:29:04.000       13.8520          3.46400         -7.93100         -10.7800
06-01-2011 23:29:20.000       14.7830          3.31000         -9.80500         -10.5520
06-01-2011 23:29:36.000       14.4130          1.04900         -7.02500         -12.1910
06-01-2011 23:29:52.000       14.8810          3.83900         -7.74300         -12.1020
06-01-2011 23:30:08.000       15.2290          4.47500         -8.55600         -11.7690
06-01-2011 23:30:24.000       15.1220          4.49000         -9.43600         -10.9200
06-01-2011 23:30:40.000       15.0520          3.88200         -9.89800         -10.6450
06-01-2011 23:30:56.000       15.2100          4.15400         -9.95700         -10.5940
06-01-2011 23:31:12.000       15.1100          4.81500         -11.3890         -7.84300
06-01-2011 23:31:28.000       15.3290          5.59900         -13.2690         -5.24900
06-01-2011 23:31:44.000       15.1820          4.89700         -12.9610         -6.18500
06-01-2011 23:32:00.000       14.8820          4.97100         -12.4750         -6.35500
06-01-2011 23:32:16.000       15.3360          4.41300         -12.7630         -7.25400
06-01-2011 23:32:32.000       15.2140          4.64100         -12.4590         -7.35000
06-01-2011 23:32:48.000       15.4610          4.57000         -12.7100         -7.45400
06-01-2011 23:33:04.000       15.6220          5.37200         -13.2060         -6.35100
06-01-2011 23:33:20.000       16.0780          5.06700         -13.4590         -7.18300
06-01-2011 23:33:36.000       16.1770          4.99400         -13.3900         -7.57300
06-01-2011 23:33:52.000       15.4850          4.60400         -12.6720         -7.58200
06-01-2011 23:34:08.000       14.2170          3.60200         -10.9330         -8.33200
06-01-2011 23:34:24.000       13.8320          4.07800         -10.6930         -6.49400
06-01-2011 23:34:40.000       14.0530          7.42000         -11.4000          3.48900
06-01-2011 23:34:56.000       14.2320          7.58800         -11.5930          3.22300
06-01-2011 23:35:12.000       14.0080          7.90100         -10.7810          4.10300
06-01-2011 23:35:28.000       14.1230          7.97000         -10.7900          4.38700
06-01-2011 23:35:44.000       14.1740          7.77900         -10.7610          4.95000
06-01-2011 23:36:00.000       13.9240          7.51500         -10.6280          4.93000
06-01-2011 23:36:16.000       13.4750          6.42300         -10.8010          4.71600
06-01-2011 23:36:32.000       13.3280          6.95400         -9.95200          5.36900
06-01-2011 23:36:48.000       13.6630          7.80600         -9.63800          5.42700
06-01-2011 23:37:04.000       13.6300          6.87700         -10.4440          5.30900
06-01-2011 23:37:20.000       13.5780          6.63700         -10.4020          5.62900
06-01-2011 23:37:36.000       13.5940          5.90900         -11.7230          3.47900
06-01-2011 23:37:52.000       13.5170          5.90200         -11.7090          3.26300
06-01-2011 23:38:08.000       13.9340          5.73400         -12.4840          2.24700
06-01-2011 23:38:24.000       13.8840          5.40400         -12.3360          2.70200
06-01-2011 23:38:40.000       13.5820          5.83900         -11.6850          3.57900
06-01-2011 23:38:56.000       13.7710          6.02400         -11.8840          3.41200
06-01-2011 23:39:12.000       13.8570          5.78500         -12.3900          1.72800
06-01-2011 23:39:28.000       13.9820          5.27200         -12.9170         0.864000
06-01-2011 23:39:44.000       14.1380          4.91600         -13.2210         0.861000
06-01-2011 23:40:00.000       14.0590          4.44200         -13.2940         0.481000
06-01-2011 23:40:16.000       13.8650          4.90400         -12.9650       -0.0390000
06-01-2011 23:40:32.000       13.7610          4.63400         -12.9540        -0.198000
06-01-2011 23:40:48.000       13.5860          4.25600         -12.8490         -1.08700
06-01-2011 23:41:04.000       13.7500          4.51500         -12.8900         -1.48100
06-01-2011 23:41:20.000       13.4580          4.33200         -12.0700         -3.77900
06-01-2011 23:41:36.000       13.6280          4.75100         -12.4080         -2.68600
06-01-2011 23:41:52.000       12.5750          4.41000         -10.9180         -4.13300
06-01-2011 23:42:08.000       12.5800          5.03300         -11.2250         -2.44000
06-01-2011 23:42:24.000       12.0680          3.18100         -10.3860         -4.94900
06-01-2011 23:42:40.000       11.8580          3.98400         -7.87000         -7.79400
06-01-2011 23:42:56.000       11.2480          5.20500         -7.22100         -3.32400
06-01-2011 23:43:12.000       12.5810          4.25000         -11.0580          4.06600
06-01-2011 23:43:28.000       12.8860          4.23000         -11.1990          4.35000
06-01-2011 23:43:44.000       13.4180          4.24400         -11.1830          6.04800
06-01-2011 23:44:00.000       12.9800          3.17700         -10.6380          6.70100
06-01-2011 23:44:16.000       13.0720          3.46500         -11.1030          5.93000
06-01-2011 23:44:32.000       13.1020          3.89800         -11.3730          5.16800
06-01-2011 23:44:48.000       12.9060          2.64800         -11.1700          5.87700
06-01-2011 23:45:04.000       12.8630          2.27100         -11.1030          6.05600
06-01-2011 23:45:20.000       12.8080         0.372000         -11.1190          6.24500
06-01-2011 23:45:36.000       12.7240         0.763000         -11.2750          5.80000
06-01-2011 23:45:52.000       12.6330         0.656000         -11.6330          4.78800
06-01-2011 23:46:08.000       12.7440        -0.929000         -12.1060          3.77000
06-01-2011 23:46:24.000       12.7490        -0.361000         -12.4980          2.30900
06-01-2011 23:46:40.000       12.9240         0.524000         -12.8630         0.968000
06-01-2011 23:46:56.000       12.8240          1.34400         -12.6570         0.990000
06-01-2011 23:47:12.000       12.7140          2.20600         -12.4460          1.30200
06-01-2011 23:47:28.000       12.7100          2.87400         -12.2530          1.69000
06-01-2011 23:47:44.000       12.5030          2.68000         -12.0730          1.65100
06-01-2011 23:48:00.000       12.3480          2.91200         -11.7600          1.98400
06-01-2011 23:48:16.000       12.1850          1.83800         -11.9390        -0.805000
06-01-2011 23:48:32.000       11.8380          1.72000         -11.6400        0.0810000
06-01-2011 23:48:48.000       11.8440         0.385000         -11.8280        -0.178000
06-01-2011 23:49:04.000       11.8030         0.696000         -11.7490        -0.426000
06-01-2011 23:49:20.000       11.8080          2.52600         -11.5060        -0.604000
06-01-2011 23:49:36.000       11.8570          2.29400         -11.6210        -0.426000
06-01-2011 23:49:52.000       11.4950          2.26300         -11.2300        -0.769000
06-01-2011 23:50:08.000       11.3340          1.56600         -11.1770        -0.761000
06-01-2011 23:50:24.000       11.1460          1.16000         -11.0590        -0.568000
06-01-2011 23:50:40.000       11.5670          1.27100         -11.4570         0.320000
06-01-2011 23:50:56.000       11.6840          2.31200         -11.3140         -1.48500
06-01-2011 23:51:12.000       11.9000          2.53600         -11.5580        -0.190000
06-01-2011 23:51:28.000       11.9010          3.59900         -11.1150          1.32400
06-01-2011 23:51:44.000       11.9290         0.785000         -11.7180          1.56900
06-01-2011 23:52:00.000       11.8230        -0.875000         -11.7080         0.996000
06-01-2011 23:52:16.000       11.8640          1.33500         -11.5960          2.02600
06-01-2011 23:52:32.000       12.3700        -0.438000         -11.2930          4.60800
06-01-2011 23:52:48.000       12.7590          1.14200         -11.4450          5.44300
06-01-2011 23:53:04.000       12.8610          1.56500         -11.3850          5.74800
06-01-2011 23:53:20.000       12.7130          1.56100         -11.5620          5.02600
06-01-2011 23:53:36.000       12.6060          1.25900         -11.7670          4.29500
06-01-2011 23:53:52.000       12.8170          1.49500         -11.9840          4.28600
06-01-2011 23:54:08.000       12.6870          1.46200         -11.8690          4.21300
06-01-2011 23:54:24.000       12.6350          1.00200         -12.0820          3.54000
06-01-2011 23:54:40.000       12.9930         0.912000         -12.6410          2.83900
06-01-2011 23:54:56.000       13.1410         0.601000         -12.8820          2.49600
06-01-2011 23:55:12.000       12.9840         0.685000         -12.1110          3.78900
06-01-2011 23:55:28.000       12.8650          1.42600         -8.58300          9.41300
06-01-2011 23:55:44.000       12.8200          1.48800         -9.04300          8.96100
06-01-2011 23:56:00.000       12.4530          1.90900         -9.46900          7.79000
06-01-2011 23:56:16.000       12.4060          1.79900         -9.81900          7.34800
06-01-2011 23:56:32.000       12.5020          1.17200         -9.74300          7.72100
06-01-2011 23:56:48.000       12.4940         0.947000         -9.65200          7.84300
06-01-2011 23:57:04.000       12.5030         0.801000         -9.72400          7.80400
06-01-2011 23:57:20.000       12.4810         0.814000         -9.94800          7.47800
06-01-2011 23:57:36.000       12.3950        -0.141000         -9.86500          7.47700
06-01-2011 23:57:52.000       12.5120         -1.57100         -10.1710          7.06800
06-01-2011 23:58:08.000       12.3810          2.44400         -10.0290          6.72200
06-01-2011 23:58:24.000       12.3840          3.23200         -10.4550          5.48400
06-01-2011 23:58:40.000       12.7170        -0.333000         -10.0620          7.63400
06-01-2011 23:58:56.000       11.6800         -1.94900         -8.19600          7.97400
06-01-2011 23:59:12.000       11.7300          1.56600         -9.68500          3.46600
06-01-2011 23:59:28.000       11.1900          3.85300         -7.73100         -6.99200
06-01-2011 23:59:44.000       11.7760          4.33700         -8.16800         -7.24900
07-01-2011 00:00:00.000       11.4560          4.17700         -7.43100         -7.62300
#  
# Key Parameter and Survey data (labels K0,K1,K2) are preliminary browse data.
# Generated by CDAWeb on: Sun Nov 15 11:03:46 2015

